1543.0,1789.0
1916.0,1806.0
1971.0,1623.0
1877.0,1237.0
1937.0,964.0
1873.0,578.0
1713.0,827.0
1732.0,951.0
1645.0,1071.0
1490.0,884.0
1556.0,842.0
1528.0,780.0
1605.0,702.0
1521.0,432.0
1364.0,331.0
1197.0,88.0
1030.0,77.0
930.0,226.0
604.0,402.0
496.0,57.0
115.0,251.0
99.0,640.0
278.0,863.0
220.0,1084.0
99.0,1166.0
78.0,1594.0
304.0,1557.0
367.0,1322.0
676.0,1194.0
740.0,1364.0
767.0,1347.0
834.0,1417.0
999.0,1238.0
954.0,1137.0
824.0,1149.0
761.0,1050.0
621.0,800.0
597.0,594.0
884.0,886.0
918.0,1014.0
987.0,829.0
1024.0,841.0
1085.0,690.0
1032.0,484.0
1115.0,408.0
1147.0,282.0
1183.0,373.0
1236.0,595.0
1306.0,801.0
1366.0,877.0
1390.0,1152.0
1473.0,1287.0
1485.0,1482.0
1337.0,1600.0
1333.0,1537.0
1200.0,1359.0
1162.0,1463.0
993.0,1454.0
964.0,1592.0
1027.0,1667.0
676.0,1800.0
585.0,1774.0
449.0,1677.0
366.0,1975.0
597.0,1957.0
712.0,1963.0
951.0,1853.0
1185.0,1814.0
1226.0,1763.0
1314.0,1884.0
1543.0,1789.0
