0,0
405,1008
1397,2016
1397,2016
1777,3024
1794,4024
2111,5026
2740,6029
2914,7032
2998,8040
3541,9043
3817,10048
4707,11057
4936,12065
5007,13068
5297,14074
5297,14074
5980,15078
6772,16080
7218,17088
8205,18093
8205,18093
8205,18093
8949,19099
9221,20106
9221,20106
9669,21106
10185,22109
10546,23112
10546,23112
11090,24119
11090,24119
11605,25126
11656,26130
11934,27135
12213,28135
12777,29141
13578,30147
13584,31154
14244,32155
14332,33156
15025,34164
15256,35170
15467,36170
15637,37177
16201,38185
16603,39194
17319,40201
17544,41203
17578,42209
18197,43218
19078,44221
20071,45229
20277,46238
21114,47244
21726,48246
21726,48246
22558,49250
23445,50253
24293,51255
24467,52256
24602,53258
25288,54267
25288,54267
26063,55275
26379,56280
26701,57289
27032,58290
27874,59291
28411,60297
28813,61305
29533,62306
29699,63309
30145,64312
31038,65320
31094,66320
31567,67323
32320,68331
33282,69331
33769,70337
34542,71345
35402,72347
35596,73348
36129,74350
36988,75353
37955,76361
38381,77363
38895,78369
39205,79371
40091,80376
40816,81385
41289,82386
41289,82386
42249,83395
43122,84397
44036,85406
44392,86407
44909,87415
45787,88423
46019,89429
46019,89429
46335,90432
46498,91433
46701,92439
47542,93446
47758,94449
48031,95454
48749,96455
49635,97459
49747,98461
50271,99463
50571,100471
51485,101474
51857,102477
52038,103481
52532,104486
52532,104486
53037,105494
53206,106503
53424,107504
54236,108508
54236,108508
54755,109508
55428,110510
55428,110510
55820,111519
56283,112528
56613,113531
56613,113531
57153,114532
57272,115535
58205,116536
58450,117543
58612,118545
59270,119553
59461,120558
60192,121562
60980,122569
61533,123578
62385,124585
62850,125585
63827,126586
64272,127589
65121,128592
65137,129601
65376,130603
66316,131609
67285,132618
67285,132618
67362,133622
67787,134627
68131,135632
68987,136634
69929,137642
70782,138645
71019,139649
71042,140656
71158,141664
71875,142664
71915,143666
71970,144669
72451,145670
72634,146670
73313,147673
73962,148676
74555,149682
75409,150688
76260,151689
77111,152696
77731,153704
77731,153704
77927,154712
78010,155713
78434,156715
79200,157724
79508,158732
80283,159739
80960,160748
81434,161750
82260,162759
82562,163759
82562,163759
82868,164763
82868,164763
83163,165772
84088,166779
85072,167782
85488,168783
86262,169783
86826,170785
87378,171786
87990,172787
88365,173788
88365,173788
88365,173788
88821,174795
89406,175800
89733,176804
90315,177804
90610,178809
91113,179814
91562,180823
91713,181824
92095,182832
92255,183836
92680,184843
93523,185850
94284,186858
95048,187866
95310,188875
95756,189882
95922,190886
96232,191893
97096,192899
97735,193907
98647,194908
99233,195914
99514,196917
99726,197921
99973,198929
100492,199929
101374,200929
101593,201936
101593,201936
102308,202940
103284,203949
103968,204951
104837,205954
105646,206956
105745,207956
105745,207956
106543,208960
107163,209961
107163,209961
107163,209961
107163,209961
107496,210967
107742,211970
108061,212974
108964,213977
109313,214986
109464,215991
110298,216997
110555,218005
111433,219009
111863,220013
112419,221015
112729,222021
113155,223026
113261,224026
113659,225028
114358,226036
114994,227042
115320,228043
115320,228043
116219,229045
116484,230049
116876,231050
117697,232057
117837,233064
117852,234068
118326,235072
118481,236074
119246,237078
120225,238087
120330,239092
120773,240098
121128,241106
121555,242109
121714,243116
122653,244122
123167,245123
123688,246123
124004,247125
124523,248132
124914,249140
125884,250149
126562,251154
127309,252154
127616,253163
128471,254166
128906,255168
129061,256174
129061,256174
129529,257179
130182,258179
130724,259186
131537,260193
132168,261193
132724,262202
133514,263207
134303,264208
134521,265213
134521,265213
134963,266221
135869,267222
136051,268227
136577,269230
137324,270230
138071,271233
138669,272236
138993,273242
139832,274248
140647,275250
141017,276256
141017,276256
141596,277260
142536,278267
143110,279271
143975,280273
144823,281273
144855,282273
145142,283282
145150,284284
145351,285291
145548,286291
146395,287299
146797,288303
147007,289311
147021,290315
147794,291320
147794,291320
148561,292328
149405,293337
150148,294344
150650,295353
151287,296360
152146,297367
152989,298374
153237,299375
153963,300379
154722,301381
155556,302386
155854,303390
156400,304396
156769,305398
157470,306407
158158,307413
158717,308413
159053,309418
159280,310418
159350,311419
159884,312428
160064,313435
160528,314443
161050,315443
161822,316452
162635,317457
163220,318459
164217,319466
164562,320469
165441,321470
165441,321470
165910,322475
166182,323484
166293,324493
166690,325495
167046,326504
167279,327506
167926,328515
168302,329520
168761,330527
168906,331529
169360,332537
170199,333539
170565,334546
170940,335550
171242,336557
171527,337566
171527,337566
172492,338568
173215,339574
174167,340576
174740,341577
175473,342585
175717,343594
175717,343594
175940,344601
175940,344601
176063,345608
176130,346612
177061,347613
177467,348614
178331,349614
178411,350621
178700,351630
178773,352635
178798,353635
178989,354644
179712,355647
179712,355647
180624,356651
181448,357653
182403,358658
183309,359659
183964,360661
184205,361669
184524,362674
184610,363683
184636,364684
184859,365693
185279,366697
185923,367704
186892,368712
186986,369717
187316,370722
187978,371727
188128,372728
188798,373730
189404,374734
189676,375737
190559,376738
190643,377738
190643,377738
191285,378746
191695,379753
192458,380761
192759,381769
193583,382771
194315,383771
194805,384775
194942,385783
195657,386784
195980,387786
196777,388790
196777,388790
197346,389792
197520,390800
197684,391804
197684,391804
198151,392810
198930,393815
199899,394817
200138,395818
200816,396820
200816,396820
201776,397824
202650,398826
203087,399827
