1252,932
1252,932
1252,932
1947,1816
1947,1816
1947,1816
2779,2138
2779,2138
2779,2138
2779,2138
2779,2138
2779,2138
2779,2138
4475,4870
4475,4870
5181,5024
5181,5024
5181,5024
5181,5024
5181,5024
5181,5024
6271,5503
6271,5503
6271,5503
6271,5503
6271,5503
6271,5503
7386,7000
7386,7000
7386,7000
7386,7000
8371,7667
10876,11128
10876,11128
10876,11128
10876,11128
11560,11236
11560,11236
13715,14034
13715,14034
14103,14548
14103,14548
15167,15082
17273,17217
17273,17217
18170,18054
18288,18184
18288,18184
19248,18283
20008,18707
21005,19549
21005,19549
23027,22190
23027,22190
24057,23495
25209,24213
25209,24213
26956,27193
26956,27193
26956,27193
26956,27193
28304,28641
28304,28641
28304,28641
28304,28641
29375,29043
29375,29043
29375,29043
29375,29043
29375,29043
29375,29043
29375,29043
29375,29043
29375,29043
29375,29043
29375,29043
29375,29043
29375,29043
29375,29043
30441,29873
30441,29873
31376,29876
33431,32987
35756,35990
36079,36240
36079,36240
36079,36240
36079,36240
36708,36665
36708,36665
36708,36665
38541,38591
41487,42436
41487,42436
41487,42436
43370,45549
44218,46178
46255,48264
46255,48264
47286,48536
