18240.0,10119.0
18061.0,10275.0
18141.0,10970.0
18577.0,11358.0
18430.0,12627.0
17240.0,13446.0
16933.0,12403.0
16822.0,12362.0
16845.0,9387.0
17086.0,8602.0
16210.0,5976.0
8690.0,2859.0
8983.0,3366.0
7451.0,3002.0
5269.0,4851.0
4338.0,6540.0
4169.0,3942.0
3982.0,4065.0
3557.0,2541.0
4272.0,574.0
2850.0,1913.0
646.0,2916.0
1164.0,3177.0
2315.0,4532.0
1287.0,7626.0
396.0,15762.0
96.0,16868.0
1206.0,18033.0
3997.0,18575.0
4379.0,18858.0
7704.0,19865.0
8731.0,19317.0
9549.0,19937.0
6110.0,17731.0
4664.0,17365.0
2042.0,15619.0
6245.0,13709.0
6415.0,12841.0
8067.0,14500.0
8552.0,15627.0
8417.0,15922.0
9081.0,17502.0
8835.0,17666.0
11444.0,19200.0
12870.0,15565.0
13838.0,10144.0
9769.0,7796.0
10039.0,7424.0
8957.0,6983.0
9120.0,11730.0
6839.0,9097.0
2406.0,12606.0
2076.0,12605.0
2260.0,13213.0
646.0,14628.0
3226.0,14899.0
3973.0,12299.0
6658.0,10520.0
5049.0,10590.0
5982.0,9218.0
7061.0,4058.0
8179.0,3323.0
9177.0,1930.0
11122.0,1107.0
11407.0,703.0
12200.0,3300.0
14901.0,5849.0
15053.0,6500.0
12746.0,5720.0
11086.0,3609.0
12269.0,714.0
13479.0,1459.0
15510.0,593.0
15056.0,3944.0
15099.0,4444.0
17796.0,3151.0
18173.0,1722.0
19771.0,4876.0
19699.0,5232.0
18926.0,7324.0
17805.0,7841.0
13736.0,9152.0
8575.0,13920.0
11086.0,13889.0
13258.0,14940.0
13855.0,14831.0
13310.0,14367.0
13771.0,14130.0
17802.0,15113.0
17820.0,16680.0
16003.0,16359.0
15616.0,16520.0
16445.0,18020.0
14849.0,18126.0
15540.0,19427.0
16109.0,19314.0
18027.0,19434.0
19619.0,16212.0
19154.0,9945.0
18039.0,9103.0
18240.0,10119.0
