-1.0074462120022722E7,-1.054850431142939E7,-1.0950909377429891E7
-1.0000697879486352E7,-1.039546488027582E7,-1.0781861730122892E7
-9948313.994480904,-1.0278508651263386E7,-1.0680114627267698E7
-9884422.931374809,-1.0210601755653102E7,-1.0718560492350027E7
-9827234.566601321,-1.0179687331827914E7,-1.0640294518199833E7
-9794109.62971143,-1.0151469709960371E7,-1.0552694547407994E7
-9780930.5756142,-1.0104676454105528E7,-1.0604473498928098E7
-9750267.364342218,-1.0082018528592233E7,-1.0588834105965285E7
-9714455.195027575,-1.004606859128085E7,-1.0464948793784501E7
-9714455.195027575,-1.0036018291203642E7,-1.046681236471323E7
-9714455.195027575,-1.0030129762823654E7,-1.0480663335045278E7
-9646800.583117628,-1.0007053049222142E7,-1.0563461762512367E7
-9573720.1260519,-9981501.198198998,-1.0490642399381926E7
-9573720.1260519,-9937232.804318288,-1.039688137855927E7
-9573720.1260519,-9927934.735512685,-1.0344546841543904E7
-9573720.1260519,-9931572.224362316,-1.0309376912996762E7
-9566462.111890808,-9914393.487032035,-1.0441438097412959E7
-9536803.755901357,-9880993.717704007,-1.0248510379650755E7
-9536803.755901357,-9868838.656279748,-1.0332578734235529E7
-9388881.046845999,-9862244.876301875,-1.0272406447678205E7
-9388881.046845999,-9845015.895135652,-1.0260028966978082E7
-9388881.046845999,-9833009.764920246,-1.030901143924154E7
-9380387.238824809,-9833134.128359316,-1.0256776731229644E7
-9307118.068714952,-9795671.768866383,-1.02721328138055E7
-9307118.068714952,-9754944.101675916,-1.0209964637086961E7
-9307118.068714952,-9702052.464679042,-1.0167229530588942E7
-9307118.068714952,-9674544.643647315,-1.0205534167912658E7
-9248394.075935874,-9670239.301796746,-1.0083337034259297E7
-9248394.075935874,-9656557.113704326,-1.0140944378591044E7
-9243503.164221255,-9665504.922455236,-1.0037601426473292E7
-9199756.985061146,-9680975.105246693,-1.0172029760517891E7
-9199756.985061146,-9665857.089576386,-1.0146125473039329E7
-9198362.695499327,-9639965.354842048,-1.0094277159169445E7
-9198362.695499327,-9592849.060229896,-1.003918709847077E7
-9198362.695499327,-9558171.544651782,-1.000180410407607E7
-9198362.695499327,-9570416.839032114,-9972854.461241642
-9198362.695499327,-9597091.507539922,-1.0062382803644316E7
-9198362.695499327,-9618926.541706285,-1.0183474026877806E7
-9171424.613500401,-9618198.55655014,-1.0210396272477157E7
-9171424.613500401,-9603614.398125455,-1.0106992726483826E7
-9147966.69534162,-9582518.44488699,-1.0127818079808868E7
-9147966.69534162,-9553602.179072136,-1.0000760594687842E7
-9147966.69534162,-9567343.977695156,-1.0054299323378036E7
-9147966.69534162,-9585105.368371975,-1.0014260469836578E7
-9147966.69534162,-9597076.935378231,-1.0032321141891083E7
-9147966.69534162,-9594786.092378,-1.0137845678022545E7
-9147966.69534162,-9570621.28117745,-1.0058363751101699E7
-9147966.69534162,-9554606.24688839,-1.0002772310149306E7
-9147966.69534162,-9560713.968757747,-1.0081431608598394E7
-9147966.69534162,-9539946.485260075,-9973333.701915743
-9145908.99532786,-9547912.661110692,-9979447.094295984
-9145908.99532786,-9538308.089646257,-9999004.459413137
-9145908.99532786,-9515891.98366658,-1.0088625963367378E7
-9145908.99532786,-9527285.157050323,-1.0134155872269642E7
-9145908.99532786,-9556658.751018122,-9906266.881309282
-9145908.99532786,-9588342.121756187,-1.000731310625029E7
-9145908.99532786,-9584005.685257139,-1.0065789441634348E7
-9145908.99532786,-9595722.173889859,-9999644.903250586
-9145908.99532786,-9566497.552374978,-1.0117033689964226E7
-9145908.99532786,-9536754.61107887,-9991684.958267314
-9145908.99532786,-9524756.790557142,-9949148.660206433
-9145908.99532786,-9535603.475237852,-9989833.919362562
-9145908.99532786,-9546514.997285696,-1.0058564554505564E7
-9145908.99532786,-9534426.117900025,-9943721.261102233
-9145908.99532786,-9528376.06487396,-1.0030543902197879E7
-9092902.150533216,-9534680.533954803,-9934437.878104432
-9028570.458890582,-9502732.09787762,-9983313.667591916
-9028570.458890582,-9500621.610069305,-9999062.980988568
-9028570.458890582,-9464777.274800807,-9974568.57373212
-9028570.458890582,-9471818.586543843,-9849507.995659618
-9028570.458890582,-9474544.1209517,-9883500.643143365
-9028570.458890582,-9491212.442244038,-1.0063027726407003E7
-9028570.458890582,-9485584.657821726,-9949086.38552305
-9028570.458890582,-9464342.793563113,-9901464.3273216
-9028570.458890582,-9450374.910839105,-9935301.719998809
-8980458.615457254,-9458215.706505079,-9865363.633834537
-8980458.615457254,-9457921.156090835,-9946288.838083109
-8980458.615457254,-9458178.914143078,-9856825.149449756
-8980458.615457254,-9469656.31310064,-9928662.497624742
-8980458.615457254,-9483763.216927469,-9946124.753565554
-8980458.615457254,-9476002.089605201,-9974266.458756015
-8980458.615457254,-9436145.678333119,-9913178.0658527
-8980458.615457254,-9429908.261358129,-9886658.654797658
-8980458.615457254,-9436674.130494813,-9873153.791635912
-8980458.615457254,-9473341.753542768,-9895179.110803714
-8980458.615457254,-9467162.893049803,-9922391.313629754
-8980458.615457254,-9452528.533811081,-1.011557783773005E7
-8980458.615457254,-9408232.166543225,-9906859.203979427
-8980458.615457254,-9407041.610935517,-9873256.339630058
-8980458.615457254,-9410005.954024998,-9793874.95196456
-8980458.615457254,-9425334.333906192,-9829022.423273737
-8980458.615457254,-9433690.575046556,-9898847.020484248
-8980458.615457254,-9421225.976386607,-9969686.409716958
-8980458.615457254,-9405002.503310105,-9793858.425618902
-8980458.615457254,-9392965.468179159,-9918442.714199033
-8980458.615457254,-9379985.344550068,-9841538.827744195
-8980458.615457254,-9382773.888688233,-9762394.522979483
-8980458.615457254,-9412254.396499565,-9836136.610947583
-8980458.615457254,-9422847.305929083,-9993320.418073766
-8980458.615457254,-9427868.032255614,-9802755.180897744
-8980458.615457254,-9446669.46121031,-9890477.775693744
-8980458.615457254,-9416643.391202802,-9837932.714270987
-8980458.615457254,-9404484.39006695,-9852503.448279845
-8979335.685394058,-9399471.410590777,-9868813.445609955
-8979335.685394058,-9403240.15534564,-9883984.531020235
-8979335.685394058,-9401841.572362298,-9903773.307748131
-8975290.69895668,-9412343.13610134,-9855623.989072565
-8974996.482933277,-9418476.991718467,-9849131.210875968
-8921969.46769121,-9424676.034099529,-9985848.140305948
-8921969.46769121,-9410506.138304448,-9821156.326784844
-8921969.46769121,-9424834.955612203,-9943168.403009498
-8921969.46769121,-9397756.200294398,-9844956.759514213
-8921969.46769121,-9392318.606890323,-9931544.046178164
-8921969.46769121,-9369369.872011721,-9828533.77693383
-8921969.46769121,-9350730.477798305,-9735323.086465593
-8921969.46769121,-9369353.143447027,-9735421.723115508
-8921969.46769121,-9402494.893206418,-9867908.228439236
-8921969.46769121,-9443539.93694459,-9869566.737566493
-8921969.46769121,-9442797.555604903,-9853584.18202762
-8921969.46769121,-9428818.581331883,-9871511.000669813
-8921969.46769121,-9401939.805965334,-9963740.956176119
-8921969.46769121,-9407044.595732791,-9925241.700866444
-8921969.46769121,-9409132.882397933,-9902938.61179107
-8921969.46769121,-9401353.564702252,-9936336.556194542
-8921969.46769121,-9403700.532962093,-9951547.3628598
-8921969.46769121,-9411529.750786567,-9839305.48178871
-8921969.46769121,-9417780.355796415,-9848441.949254544
-8921969.46769121,-9431467.986191506,-9903656.36158871
-8921969.46769121,-9465238.70765048,-9966955.646828437
-8921969.46769121,-9464394.06169407,-9976867.001796316
-8921969.46769121,-9470761.072755588,-9923962.208254205
-8921969.46769121,-9441684.199835228,-9982521.866979744
-8921969.46769121,-9407750.513308628,-9901247.537731368
-8921969.46769121,-9400682.218035303,-9848401.346197559
-8921969.46769121,-9380933.951087976,-9817844.778795257
-8921969.46769121,-9384405.024332235,-9860098.774446227
-8921969.46769121,-9399307.103352582,-9794955.80107893
-8921969.46769121,-9400192.54377403,-9941307.36841065
-8921969.46769121,-9383984.5592902,-9833493.212494142
-8921969.46769121,-9383640.05738951,-9847953.779650867
-8921969.46769121,-9350207.229820918,-9763897.941549854
-8921969.46769121,-9353134.340402044,-9868306.564037016
-8921969.46769121,-9376533.35531301,-9940149.224376865
-8921969.46769121,-9386691.172004052,-9836215.75063982
-8921969.46769121,-9393922.722184071,-9860762.310743637
-8921969.46769121,-9379819.251350978,-9883569.804236911
-8921969.46769121,-9376714.847607292,-9979019.221226523
-8921969.46769121,-9356713.212179415,-9812577.345880244
-8921969.46769121,-9380635.298636792,-9880155.681843506
-8921969.46769121,-9412720.09710393,-9778415.828427117
-8921969.46769121,-9411960.354255497,-9816182.516456695
-8921969.46769121,-9401255.08815561,-9882039.049998822
-8921969.46769121,-9389673.620117677,-9908605.680311305
-8921969.46769121,-9414917.587400632,-1.002348682390076E7
-8921969.46769121,-9438723.877014255,-9977756.736523755
-8921969.46769121,-9416301.674177226,-9946660.73528379
-8921969.46769121,-9398231.082741335,-9971866.217312863
-8921969.46769121,-9373187.049049217,-9792872.616376247
-8921969.46769121,-9397895.220469436,-9830947.532442082
-8921969.46769121,-9399059.179070808,-9806694.106761783
-8921969.46769121,-9399405.766684495,-9846507.635395642
-8921969.46769121,-9392667.148136754,-9868106.19294285
-8921969.46769121,-9362405.363536626,-9810388.823261417
-8921969.46769121,-9371155.5449345,-9889149.976964947
-8921969.46769121,-9400699.322182788,-9845944.436769474
-8921969.46769121,-9449127.985493848,-9990699.393946597
-8921969.46769121,-9451150.75288879,-9977298.0186967
-8921969.46769121,-9448454.022750588,-9952565.3444709
-8913538.02555759,-9459968.234710285,-9925045.634308297
-8913538.02555759,-9465507.035101552,-9894356.779982295
-8913538.02555759,-9448039.542011797,-9930229.501330443
-8913538.02555759,-9451760.13882846,-9957863.546939366
-8913538.02555759,-9443267.816023225,-9871016.41267201
-8913538.02555759,-9467681.895411128,-9929560.332374211
-8913538.02555759,-9465322.260660678,-9966458.285937678
-8913538.02555759,-9472332.29609646,-9955005.26799954
-8913538.02555759,-9473256.501979848,-1.0047310913317079E7
-8913538.02555759,-9458259.549594628,-9930537.134202013
-8913538.02555759,-9380891.979168126,-9877256.210129844
-8913538.02555759,-9314883.092303423,-9894926.867077429
-8913538.02555759,-9339763.678753471,-9876241.015488166
-8913538.02555759,-9368952.669640806,-9871685.09636911
-8913538.02555759,-9384370.264426073,-9872831.627010807
-8913538.02555759,-9402075.941106545,-1.0013019007008923E7
-8913538.02555759,-9398248.869845394,-9872611.635057956
-8913538.02555759,-9377643.082407989,-9877938.05487653
-8913538.02555759,-9393977.863551594,-9847219.51701315
-8913538.02555759,-9366482.839336885,-1.0019164793966854E7
-8896320.504704108,-9385320.88054905,-9846389.461524468
-8896320.504704108,-9385199.666847805,-9919550.988255655
-8896320.504704108,-9383144.804860014,-1.0024183121943075E7
-8896320.504704108,-9404368.508384392,-9975959.560948158
-8896320.504704108,-9423579.238558933,-9885833.978725066
-8896320.504704108,-9435246.335159788,-9913476.087118154
-8896320.504704108,-9428166.271833178,-9827913.163247857
-8896320.504704108,-9399610.624304483,-9980115.27331235
-8896320.504704108,-9381722.359783843,-9845427.848845059
-8896320.504704108,-9354700.584224489,-9842956.15106504
-8896320.504704108,-9365849.164250925,-1.0011524251477012E7
-8896320.504704108,-9341247.771687744,-9876109.284618575
