0,0
563,463
563,463
3191,2791
4891,4091
5295,4095
5295,4095
5497,4097
6669,5069
6669,5069
6669,5069
6669,5069
7074,5374
7074,5374
7074,5374
7074,5374
7074,5374
7074,5374
7221,5421
8599,6599
8599,6599
8599,6599
8599,6599
8599,6599
8599,6599
11451,9051
11451,9051
11451,9051
11451,9051
12577,9977
12577,9977
13243,10343
13687,10587
13687,10587
14575,11075
16195,12295
16195,12295
16418,12418
17392,13292
19144,14844
19144,14844
19144,14844
20244,15844
20244,15844
20669,16169
20669,16169
20669,16169
21255,16655
21255,16655
21711,17011
23137,18237
23137,18237
